brand,event_month,cart,purchase,view,view_to_cart_rate,cart_to_purchase_rate,overall_conversion_rate
airnails,1.0,961,354,2400,0.40041666666666664,0.368366285119667,0.1475
airnails,2.0,905,287,2217,0.40820929183581417,0.31712707182320443,0.12945421741091565
airnails,10.0,1611,428,3299,0.488329796908154,0.26567349472377405,0.1297362837223401
airnails,11.0,1461,535,2958,0.49391480730223125,0.3661875427789186,0.18086544962812712
airnails,12.0,1050,362,2728,0.3848973607038123,0.34476190476190477,0.13269794721407624
almea,1.0,90,10,492,0.18292682926829268,0.1111111111111111,0.02032520325203252
almea,2.0,82,30,501,0.16367265469061876,0.36585365853658536,0.059880239520958084
almea,10.0,144,27,552,0.2608695652173913,0.1875,0.04891304347826087
almea,11.0,100,30,555,0.18018018018018017,0.3,0.05405405405405406
almea,12.0,74,28,427,0.17330210772833723,0.3783783783783784,0.06557377049180328
andrea,1.0,3,1,51,0.058823529411764705,0.3333333333333333,0.0196078431372549
andrea,2.0,1,0,48,0.020833333333333332,0.0,0.0
andrea,10.0,24,4,99,0.24242424242424243,0.16666666666666666,0.04040404040404041
andrea,11.0,7,0,62,0.11290322580645161,0.0,0.0
andrea,12.0,5,1,60,0.08333333333333333,0.2,0.016666666666666666
ardell,1.0,478,126,2179,0.21936668196420375,0.26359832635983266,0.0578246902248738
ardell,2.0,579,117,12226,0.04735808931784721,0.20207253886010362,0.009569769344020939
ardell,10.0,516,133,1580,0.3265822784810127,0.25775193798449614,0.08417721518987342
ardell,11.0,411,112,1547,0.2656755009696186,0.2725060827250608,0.07239819004524888
ardell,12.0,390,107,1788,0.2181208053691275,0.2743589743589744,0.059843400447427295
arganoil,1.0,16,3,88,0.18181818181818182,0.1875,0.03409090909090909
arganoil,2.0,16,1,60,0.26666666666666666,0.0625,0.016666666666666666
art-visage,1.0,2108,658,3387,0.6223796870386773,0.31214421252371916,0.1942722173014467
art-visage,2.0,2225,673,3656,0.6085886214442013,0.3024719101123596,0.18408096280087527
art-visage,10.0,1770,517,3356,0.5274135876042908,0.292090395480226,0.1540524433849821
art-visage,11.0,2292,808,3578,0.640581330352152,0.3525305410122164,0.22582448295136948
art-visage,12.0,1734,583,2811,0.6168623265741728,0.3362168396770473,0.20739950195659906
artex,1.0,860,271,1678,0.5125148986889154,0.31511627906976747,0.16150178784266986
artex,2.0,733,231,1479,0.495605138607167,0.3151432469304229,0.15618661257606492
artex,10.0,740,221,1283,0.5767731878409976,0.29864864864864865,0.17225253312548713
artex,11.0,996,358,1697,0.5869180907483795,0.35943775100401604,0.21096051856216852
artex,12.0,617,192,1310,0.47099236641221376,0.31118314424635335,0.1465648854961832
aura,1.0,57,21,89,0.6404494382022472,0.3684210526315789,0.23595505617977527
aura,2.0,44,12,106,0.41509433962264153,0.2727272727272727,0.11320754716981132
aura,10.0,50,12,85,0.5882352941176471,0.24,0.1411764705882353
aura,11.0,60,18,88,0.6818181818181818,0.3,0.20454545454545456
aura,12.0,36,10,75,0.48,0.2777777777777778,0.13333333333333333
australis,1.0,0,0,25,0.0,0.0,0.0
australis,2.0,0,0,17,0.0,0.0,0.0
australis,10.0,0,0,28,0.0,0.0,0.0
australis,11.0,0,0,45,0.0,0.0,0.0
australis,12.0,0,0,33,0.0,0.0,0.0
avene,1.0,94,19,477,0.1970649895178197,0.20212765957446807,0.039832285115303984
avene,2.0,121,21,959,0.1261730969760167,0.17355371900826447,0.021897810218978103
avene,12.0,27,6,98,0.2755102040816326,0.2222222222222222,0.061224489795918366
babyliss,1.0,77,10,1396,0.05515759312320917,0.12987012987012986,0.0071633237822349575
babyliss,2.0,91,22,1385,0.06570397111913358,0.24175824175824176,0.01588447653429603
babyliss,12.0,61,7,655,0.09312977099236641,0.11475409836065574,0.010687022900763359
balbcare,1.0,138,49,434,0.31797235023041476,0.35507246376811596,0.11290322580645161
balbcare,2.0,130,44,479,0.27139874739039666,0.3384615384615385,0.0918580375782881
balbcare,10.0,103,34,346,0.2976878612716763,0.3300970873786408,0.09826589595375723
balbcare,11.0,150,52,474,0.31645569620253167,0.3466666666666667,0.10970464135021098
balbcare,12.0,139,63,465,0.2989247311827957,0.45323741007194246,0.13548387096774195
barbie,2.0,0,0,1,0.0,0.0,0.0
barbie,10.0,4,0,7,0.5714285714285714,0.0,0.0
barbie,11.0,10,2,10,1.0,0.2,0.2
barbie,12.0,1,1,3,0.3333333333333333,1.0,0.3333333333333333
barex,1.0,84,22,390,0.2153846153846154,0.2619047619047619,0.05641025641025641
barex,2.0,94,24,453,0.20750551876379691,0.2553191489361702,0.052980132450331126
barex,12.0,72,24,323,0.22291021671826625,0.3333333333333333,0.07430340557275542
batiste,1.0,146,59,261,0.5593869731800766,0.4041095890410959,0.2260536398467433
batiste,2.0,174,54,277,0.628158844765343,0.3103448275862069,0.19494584837545126
batiste,10.0,170,60,298,0.5704697986577181,0.35294117647058826,0.20134228187919462
batiste,11.0,217,79,340,0.638235294117647,0.3640552995391705,0.2323529411764706
batiste,12.0,118,46,275,0.4290909090909091,0.3898305084745763,0.16727272727272727
beautific,1.0,100,18,814,0.12285012285012285,0.18,0.022113022113022112
beautific,2.0,55,11,534,0.10299625468164794,0.2,0.020599250936329586
beautific,12.0,23,3,115,0.2,0.13043478260869565,0.02608695652173913
beautix,1.0,1459,442,3357,0.43461423890378315,0.3029472241261138,0.13166517724158475
beautix,2.0,1548,434,3411,0.45382585751978893,0.28036175710594313,0.12723541483435943
beautix,10.0,1633,385,3545,0.46064880112834977,0.23576240048989588,0.10860366713681241
beautix,11.0,1405,468,3435,0.4090247452692867,0.3330960854092527,0.13624454148471615
beautix,12.0,1028,326,2561,0.4014057008980867,0.31712062256809337,0.12729402577118312
beauty-free,1.0,564,111,1099,0.5131938125568699,0.19680851063829788,0.10100090991810737
beauty-free,2.0,500,121,1006,0.4970178926441352,0.242,0.12027833001988071
beauty-free,10.0,808,124,1212,0.6666666666666666,0.15346534653465346,0.10231023102310231
beauty-free,11.0,886,214,1609,0.550652579241765,0.24153498871331827,0.13300186451211932
beauty-free,12.0,344,96,718,0.479108635097493,0.27906976744186046,0.13370473537604458
beautyblender,1.0,17,6,171,0.09941520467836257,0.35294117647058826,0.03508771929824561
beautyblender,2.0,15,3,135,0.1111111111111111,0.2,0.022222222222222223
beautyblender,10.0,36,3,138,0.2608695652173913,0.08333333333333333,0.021739130434782608
beautyblender,11.0,23,5,147,0.1564625850340136,0.21739130434782608,0.034013605442176874
beautyblender,12.0,12,2,117,0.10256410256410256,0.16666666666666666,0.017094017094017096
beauugreen,1.0,56,16,189,0.2962962962962963,0.2857142857142857,0.08465608465608465
beauugreen,2.0,67,20,160,0.41875,0.29850746268656714,0.125
beauugreen,10.0,106,23,325,0.3261538461538461,0.2169811320754717,0.07076923076923076
beauugreen,11.0,128,40,386,0.3316062176165803,0.3125,0.10362694300518134
beauugreen,12.0,81,25,246,0.32926829268292684,0.30864197530864196,0.1016260162601626
benovy,1.0,1273,606,1271,1.001573564122738,0.4760408483896308,0.4767899291896145
benovy,2.0,1250,522,1485,0.8417508417508418,0.4176,0.3515151515151515
benovy,10.0,151,53,196,0.7704081632653061,0.3509933774834437,0.27040816326530615
benovy,11.0,863,410,811,1.064118372379778,0.47508690614136734,0.5055487053020962
benovy,12.0,753,340,734,1.0258855585831064,0.45152722443559096,0.46321525885558584
bergamo,1.0,43,12,115,0.3739130434782609,0.27906976744186046,0.10434782608695652
bergamo,2.0,36,9,115,0.3130434782608696,0.25,0.0782608695652174
bergamo,10.0,175,40,220,0.7954545454545454,0.22857142857142856,0.18181818181818182
bergamo,11.0,53,19,129,0.4108527131782946,0.3584905660377358,0.14728682170542637
bergamo,12.0,35,9,116,0.3017241379310345,0.2571428571428571,0.07758620689655173
bespecial,1.0,55,14,333,0.16516516516516516,0.2545454545454545,0.042042042042042045
bespecial,2.0,66,11,662,0.09969788519637462,0.16666666666666666,0.01661631419939577
bespecial,10.0,78,13,347,0.22478386167146974,0.16666666666666666,0.037463976945244955
bespecial,11.0,36,7,307,0.11726384364820847,0.19444444444444445,0.02280130293159609
bespecial,12.0,57,12,270,0.2111111111111111,0.21052631578947367,0.044444444444444446
bielenda,1.0,357,90,653,0.5467075038284839,0.25210084033613445,0.13782542113323124
bielenda,2.0,497,129,1176,0.4226190476190476,0.2595573440643863,0.1096938775510204
binacil,1.0,11,2,98,0.11224489795918367,0.18181818181818182,0.02040816326530612
binacil,2.0,27,3,81,0.3333333333333333,0.1111111111111111,0.037037037037037035
binacil,10.0,15,0,56,0.26785714285714285,0.0,0.0
binacil,11.0,5,3,66,0.07575757575757576,0.6,0.045454545454545456
binacil,12.0,10,3,59,0.1694915254237288,0.3,0.05084745762711865
bioaqua,1.0,572,146,2205,0.2594104308390023,0.25524475524475526,0.06621315192743764
bioaqua,2.0,688,165,2125,0.32376470588235295,0.23982558139534885,0.07764705882352942
bioaqua,10.0,777,122,2466,0.3150851581508516,0.15701415701415702,0.0494728304947283
bioaqua,11.0,657,183,2226,0.29514824797843664,0.2785388127853881,0.08221024258760108
bioaqua,12.0,564,153,2129,0.26491310474401125,0.2712765957446808,0.07186472522310944
bioderma,2.0,70,14,216,0.32407407407407407,0.2,0.06481481481481481
biofollica,1.0,57,23,397,0.14357682619647355,0.40350877192982454,0.05793450881612091
biofollica,2.0,65,21,370,0.17567567567567569,0.3230769230769231,0.05675675675675676
biofollica,10.0,54,15,198,0.2727272727272727,0.2777777777777778,0.07575757575757576
biofollica,11.0,54,17,285,0.18947368421052632,0.3148148148148148,0.05964912280701754
biofollica,12.0,39,14,263,0.1482889733840304,0.358974358974359,0.053231939163498096
biore,1.0,24,6,73,0.3287671232876712,0.25,0.0821917808219178
biore,2.0,19,6,59,0.3220338983050847,0.3157894736842105,0.1016949152542373
biore,10.0,54,5,130,0.4153846153846154,0.09259259259259259,0.038461538461538464
biore,11.0,35,6,102,0.3431372549019608,0.17142857142857143,0.058823529411764705
biore,12.0,26,3,58,0.4482758620689655,0.11538461538461539,0.05172413793103448
biorepair,1.0,28,10,302,0.09271523178807947,0.35714285714285715,0.033112582781456956
biorepair,2.0,35,9,293,0.11945392491467577,0.2571428571428571,0.030716723549488054
biorepair,12.0,35,6,146,0.23972602739726026,0.17142857142857143,0.0410958904109589
blise,1.0,0,0,12,0.0,0.0,0.0
blise,2.0,0,0,8,0.0,0.0,0.0
blise,10.0,0,0,13,0.0,0.0,0.0
blise,11.0,0,0,12,0.0,0.0,0.0
blise,12.0,0,0,8,0.0,0.0,0.0
blixz,1.0,90,21,234,0.38461538461538464,0.23333333333333334,0.08974358974358974
blixz,2.0,78,21,155,0.5032258064516129,0.2692307692307692,0.13548387096774195
blixz,10.0,162,19,266,0.6090225563909775,0.11728395061728394,0.07142857142857142
blixz,11.0,193,39,230,0.8391304347826087,0.20207253886010362,0.16956521739130434
blixz,12.0,82,15,195,0.4205128205128205,0.18292682926829268,0.07692307692307693
bluesky,1.0,3437,1023,7269,0.4728298252854588,0.2976432935699738,0.14073462649607923
bluesky,2.0,3210,949,6134,0.5233126834039779,0.2956386292834891,0.1547114444082165
bluesky,10.0,4289,1124,7605,0.5639710716633793,0.2620657495919795,0.1477975016436555
bluesky,11.0,3740,1316,7342,0.5093979842004903,0.3518716577540107,0.17924271315717788
bluesky,12.0,3289,947,6768,0.4859633569739953,0.28792946184250534,0.13992316784869976
bodipure,1.0,0,0,7,0.0,0.0,0.0
bodipure,2.0,0,0,9,0.0,0.0,0.0
bodipure,10.0,0,0,5,0.0,0.0,0.0
bodipure,11.0,0,0,4,0.0,0.0,0.0
bodipure,12.0,0,0,5,0.0,0.0,0.0
bodyton,1.0,435,134,1218,0.35714285714285715,0.3080459770114943,0.11001642036124795
bodyton,2.0,377,104,1192,0.3162751677852349,0.27586206896551724,0.087248322147651
bodyton,10.0,430,98,1101,0.3905540417801998,0.22790697674418606,0.08900999091734786
bodyton,11.0,381,109,1105,0.34479638009049773,0.28608923884514437,0.09864253393665158
bodyton,12.0,341,88,975,0.34974358974358977,0.25806451612903225,0.09025641025641026
bosnic,1.0,2,0,12,0.16666666666666666,0.0,0.0
bosnic,2.0,2,0,21,0.09523809523809523,0.0,0.0
bosnic,10.0,7,1,21,0.3333333333333333,0.14285714285714285,0.047619047619047616
bosnic,11.0,1,0,8,0.125,0.0,0.0
bosnic,12.0,0,0,9,0.0,0.0,0.0
bpw.style,1.0,4330,1633,7424,0.5832435344827587,0.3771362586605081,0.21996228448275862
bpw.style,2.0,4327,1524,6705,0.6453392990305742,0.3522070718742778,0.2272930648769575
bpw.style,10.0,7747,2689,11364,0.6817141851460753,0.34710210404027364,0.2366244280183034
bpw.style,11.0,9507,4058,12976,0.7326602959309494,0.426843378563164,0.31273119605425403
bpw.style,12.0,6108,2553,10509,0.5812161004852984,0.4179764243614931,0.24293462746217528
browxenna,1.0,1097,355,3923,0.2796329339790976,0.3236098450319052,0.09049197043079277
browxenna,2.0,1012,320,4065,0.24895448954489544,0.31620553359683795,0.07872078720787208
browxenna,10.0,1170,390,3764,0.3108395324123273,0.3333333333333333,0.10361317747077577
browxenna,11.0,1128,405,4168,0.2706333973128599,0.35904255319148937,0.09716890595009597
browxenna,12.0,910,334,3318,0.2742616033755274,0.367032967032967,0.10066305003013863
busch,1.0,2,0,36,0.05555555555555555,0.0,0.0
busch,2.0,5,0,46,0.10869565217391304,0.0,0.0
busch,10.0,1,0,16,0.0625,0.0,0.0
busch,11.0,0,0,17,0.0,0.0,0.0
busch,12.0,0,0,19,0.0,0.0,0.0
candy,1.0,0,0,4,0.0,0.0,0.0
candy,2.0,0,0,3,0.0,0.0,0.0
candy,10.0,333,82,534,0.6235955056179775,0.24624624624624625,0.15355805243445692
candy,11.0,529,122,678,0.7802359882005899,0.23062381852551986,0.17994100294985252
candy,12.0,41,6,45,0.9111111111111111,0.14634146341463414,0.13333333333333333
carmex,1.0,93,20,206,0.45145631067961167,0.21505376344086022,0.0970873786407767
carmex,2.0,64,21,202,0.31683168316831684,0.328125,0.10396039603960396
carmex,10.0,94,26,210,0.44761904761904764,0.2765957446808511,0.12380952380952381
carmex,11.0,108,43,201,0.5373134328358209,0.39814814814814814,0.21393034825870647
carmex,12.0,74,24,145,0.5103448275862069,0.32432432432432434,0.16551724137931034
cettua,2.0,93,23,93,1.0,0.24731182795698925,0.24731182795698925
chi,1.0,104,27,436,0.23853211009174313,0.25961538461538464,0.06192660550458716
chi,2.0,98,27,393,0.24936386768447838,0.2755102040816326,0.06870229007633588
chi,10.0,152,27,525,0.2895238095238095,0.17763157894736842,0.05142857142857143
chi,11.0,125,35,460,0.2717391304347826,0.28,0.07608695652173914
chi,12.0,112,29,422,0.26540284360189575,0.25892857142857145,0.06872037914691943
cnd,1.0,2173,596,8100,0.2682716049382716,0.2742751955821445,0.07358024691358024
cnd,2.0,1447,376,6025,0.24016597510373444,0.2598479612992398,0.062406639004149375
cnd,10.0,3342,926,9203,0.36314245354775615,0.2770795930580491,0.10061936325111377
cnd,11.0,3044,959,9806,0.3104221904956149,0.31504599211563733,0.09779726697940037
cnd,12.0,2080,653,7682,0.2707628221817235,0.3139423076923077,0.08500390523301224
coifin,1.0,53,21,544,0.0974264705882353,0.39622641509433965,0.03860294117647059
coifin,2.0,45,20,635,0.07086614173228346,0.4444444444444444,0.031496062992125984
coifin,10.0,49,15,466,0.10515021459227468,0.30612244897959184,0.032188841201716736
coifin,11.0,65,25,557,0.11669658886894076,0.38461538461538464,0.04488330341113106
coifin,12.0,81,39,640,0.1265625,0.48148148148148145,0.0609375
concept,1.0,3516,1094,13407,0.26225106287760125,0.3111490329920364,0.08159916461549936
concept,2.0,3528,1107,12575,0.28055666003976143,0.3137755102040816,0.08803180914512923
concept,10.0,4022,1150,14113,0.2849854743853185,0.28592739930382893,0.08148515553036208
concept,11.0,4393,1512,14363,0.30585532270417043,0.34418392897791944,0.10527048666713082
concept,12.0,3301,1059,12646,0.2610311560967895,0.32081187518933657,0.08374189467025146
consly,1.0,107,24,227,0.4713656387665198,0.22429906542056074,0.10572687224669604
consly,2.0,114,37,222,0.5135135135135135,0.32456140350877194,0.16666666666666666
consly,10.0,109,28,194,0.5618556701030928,0.25688073394495414,0.14432989690721648
consly,11.0,103,26,219,0.4703196347031963,0.2524271844660194,0.1187214611872146
consly,12.0,78,19,158,0.4936708860759494,0.24358974358974358,0.12025316455696203
coocla,1.0,117,24,387,0.3023255813953488,0.20512820512820512,0.06201550387596899
coocla,2.0,98,22,337,0.29080118694362017,0.22448979591836735,0.06528189910979229
coocla,10.0,235,28,523,0.44933078393881454,0.11914893617021277,0.05353728489483748
coocla,11.0,129,24,373,0.34584450402144773,0.18604651162790697,0.064343163538874
coocla,12.0,90,23,338,0.26627218934911245,0.25555555555555554,0.06804733727810651
cosima,1.0,12,6,16,0.75,0.5,0.375
cosima,2.0,32,10,20,1.6,0.3125,0.5
cosima,10.0,35,11,21,1.6666666666666667,0.3142857142857143,0.5238095238095238
cosima,11.0,27,10,23,1.173913043478261,0.37037037037037035,0.43478260869565216
cosima,12.0,18,3,15,1.2,0.16666666666666666,0.2
cosmoprofi,1.0,2826,969,6269,0.4507895996171638,0.34288747346072185,0.1545701068750997
cosmoprofi,2.0,2497,831,5538,0.45088479595521846,0.3327993592310773,0.15005417118093176
cosmoprofi,10.0,2494,642,4511,0.5528707603635558,0.2574178027265437,0.14231877632454001
cosmoprofi,11.0,2797,1112,5321,0.5256530727306897,0.39756882373972113,0.20898327382071039
cosmoprofi,12.0,1993,610,5019,0.3970910539948197,0.30607124937280483,0.12153815501095835
coxir,1.0,26,5,257,0.10116731517509728,0.19230769230769232,0.019455252918287938
coxir,2.0,32,4,239,0.13389121338912133,0.125,0.016736401673640166
coxir,10.0,79,8,228,0.34649122807017546,0.10126582278481013,0.03508771929824561
coxir,11.0,28,6,176,0.1590909090909091,0.21428571428571427,0.03409090909090909
coxir,12.0,19,3,198,0.09595959595959595,0.15789473684210525,0.015151515151515152
cristalinas,1.0,168,66,332,0.5060240963855421,0.39285714285714285,0.19879518072289157
cristalinas,2.0,133,34,339,0.39233038348082594,0.2556390977443609,0.10029498525073746
cristalinas,10.0,154,42,205,0.751219512195122,0.2727272727272727,0.2048780487804878
cristalinas,11.0,194,67,223,0.8699551569506726,0.34536082474226804,0.3004484304932735
cristalinas,12.0,190,60,280,0.6785714285714286,0.3157894736842105,0.21428571428571427
cruset,1.0,21,8,83,0.25301204819277107,0.38095238095238093,0.0963855421686747
cruset,2.0,32,8,81,0.3950617283950617,0.25,0.09876543209876543
cruset,10.0,65,6,168,0.3869047619047619,0.09230769230769231,0.03571428571428571
cruset,11.0,32,8,122,0.26229508196721313,0.25,0.06557377049180328
cruset,12.0,17,4,79,0.21518987341772153,0.23529411764705882,0.05063291139240506
cuccio,1.0,0,0,5,0.0,0.0,0.0
cuccio,2.0,0,0,4,0.0,0.0,0.0
cuccio,10.0,0,0,5,0.0,0.0,0.0
cuccio,11.0,0,0,4,0.0,0.0,0.0
cuccio,12.0,0,0,5,0.0,0.0,0.0
cutrin,1.0,73,19,293,0.24914675767918087,0.2602739726027397,0.06484641638225255
cutrin,2.0,81,23,425,0.19058823529411764,0.2839506172839506,0.05411764705882353
cutrin,10.0,126,18,390,0.3230769230769231,0.14285714285714285,0.046153846153846156
cutrin,11.0,114,27,381,0.2992125984251969,0.23684210526315788,0.07086614173228346
cutrin,12.0,90,27,352,0.2556818181818182,0.3,0.07670454545454546
dancoly,2.0,9,0,56,0.16071428571428573,0.0,0.0
dartnails,1.0,80,22,202,0.39603960396039606,0.275,0.10891089108910891
dartnails,2.0,82,23,138,0.5942028985507246,0.2804878048780488,0.16666666666666666
dartnails,12.0,1282,385,1596,0.8032581453634086,0.3003120124804992,0.2412280701754386
de.lux,1.0,1590,531,2063,0.7707222491517208,0.3339622641509434,0.2573921473582162
de.lux,2.0,1591,564,1756,0.9060364464692483,0.35449402891263354,0.3211845102505695
de.lux,10.0,2628,788,3458,0.7599768652400232,0.2998477929984779,0.2278773857721226
de.lux,11.0,3204,1320,4013,0.7984051831547471,0.41198501872659177,0.3289309743334164
de.lux,12.0,1804,724,2920,0.6178082191780822,0.401330376940133,0.24794520547945206
deoproce,1.0,103,25,383,0.2689295039164491,0.24271844660194175,0.06527415143603134
deoproce,2.0,95,26,370,0.25675675675675674,0.2736842105263158,0.07027027027027027
deoproce,10.0,179,28,385,0.4649350649350649,0.1564245810055866,0.07272727272727272
deoproce,11.0,104,32,338,0.3076923076923077,0.3076923076923077,0.09467455621301775
deoproce,12.0,100,26,342,0.29239766081871343,0.26,0.07602339181286549
depilflax,1.0,779,297,1613,0.4829510229386237,0.38125802310654683,0.18412895226286422
depilflax,2.0,842,288,1748,0.4816933638443936,0.342042755344418,0.16475972540045766
depilflax,10.0,883,333,1689,0.5227945529899348,0.37712344280860705,0.19715808170515098
depilflax,11.0,796,318,1490,0.5342281879194631,0.39949748743718594,0.2134228187919463
depilflax,12.0,611,235,1235,0.49473684210526314,0.38461538461538464,0.1902834008097166
dermacol,1.0,251,60,5079,0.049419177003347116,0.23904382470119523,0.011813349084465446
dermacol,2.0,258,65,1739,0.14836112708453134,0.25193798449612403,0.03737780333525014
dermacol,10.0,0,0,13,0.0,0.0,0.0
dermacol,11.0,0,0,7,0.0,0.0,0.0
dermacol,12.0,25,6,87,0.28735632183908044,0.24,0.06896551724137931
dermal,1.0,209,74,233,0.8969957081545065,0.35406698564593303,0.31759656652360513
dermal,2.0,269,104,218,1.2339449541284404,0.38661710037174724,0.47706422018348627
dermal,10.0,428,115,291,1.470790378006873,0.26869158878504673,0.3951890034364261
dermal,11.0,262,96,175,1.497142857142857,0.366412213740458,0.5485714285714286
dermal,12.0,202,61,158,1.2784810126582278,0.30198019801980197,0.3860759493670886
dessata,1.0,0,0,1,0.0,0.0,0.0
dessata,10.0,0,0,2,0.0,0.0,0.0
dessata,11.0,0,0,2,0.0,0.0,0.0
dessata,12.0,0,0,1,0.0,0.0,0.0
dewal,1.0,989,351,3189,0.3101285669488868,0.35490394337714865,0.11006585136406397
dewal,2.0,1203,431,3794,0.31707959936742225,0.35827098919368244,0.1136004217185029
dewal,11.0,20,5,36,0.5555555555555556,0.25,0.1388888888888889
dewal,12.0,967,299,2571,0.37611824192921045,0.30920372285418823,0.11629716063788409
dizao,1.0,736,272,985,0.7472081218274111,0.3695652173913043,0.27614213197969545
dizao,2.0,620,219,893,0.6942889137737962,0.3532258064516129,0.24524076147816348
dizao,10.0,733,237,940,0.7797872340425532,0.32332878581173263,0.2521276595744681
dizao,11.0,838,316,1032,0.812015503875969,0.37708830548926014,0.3062015503875969
dizao,12.0,666,256,927,0.7184466019417476,0.3843843843843844,0.2761596548004315
dobrovit,2.0,27,7,83,0.3253012048192771,0.25925925925925924,0.08433734939759036
domix,1.0,5267,2073,8267,0.637111406798113,0.3935826846402126,0.25075601790250396
domix,2.0,3935,1468,6990,0.5629470672389127,0.3730622617534943,0.2100143061516452
domix,10.0,5528,2084,8266,0.6687636099685459,0.37698986975397974,0.2521171062182434
domix,11.0,5733,2392,9167,0.6253954401658122,0.41723356009070295,0.260935965964874
domix,12.0,4043,1586,6841,0.5909954684987575,0.39228295819935693,0.23183745066510744
dorena,1.0,9,3,100,0.09,0.3333333333333333,0.03
dorena,2.0,10,0,102,0.09803921568627451,0.0,0.0
dorena,10.0,40,1,137,0.291970802919708,0.025,0.0072992700729927005
dorena,11.0,8,0,122,0.06557377049180328,0.0,0.0
dorena,12.0,6,1,86,0.06976744186046512,0.16666666666666666,0.011627906976744186
dr.gloderm,1.0,51,8,222,0.22972972972972974,0.1568627450980392,0.036036036036036036
dr.gloderm,2.0,46,8,185,0.24864864864864866,0.17391304347826086,0.043243243243243246
dr.gloderm,10.0,86,9,224,0.38392857142857145,0.10465116279069768,0.04017857142857143
dr.gloderm,11.0,23,3,121,0.19008264462809918,0.13043478260869565,0.024793388429752067
dr.gloderm,12.0,17,4,107,0.1588785046728972,0.23529411764705882,0.037383177570093455
ecocraft,1.0,57,17,213,0.2676056338028169,0.2982456140350877,0.07981220657276995
ecocraft,2.0,39,7,137,0.2846715328467153,0.1794871794871795,0.051094890510948905
ecocraft,10.0,1,1,9,0.1111111111111111,1.0,0.1111111111111111
ecocraft,11.0,94,30,369,0.25474254742547425,0.3191489361702128,0.08130081300813008
ecocraft,12.0,58,16,199,0.2914572864321608,0.27586206896551724,0.08040201005025126
